redVarietal,isVQA,subCategory/description,subCategory/id,consumerRating,featured/0,_isLimitedTimeOffer,regularPrice,isCraft,isDraft,promotionStartDate,whiteVarietal,tastingDescription,_promotionStartDate,_all_featured/0,_all_featured/1,promotionEndDate,sku,isLimitedTimeOffer,_featured/0,image,availableUnits,last_updated,subRegion,unitSize,upc/0,_blacklist,volume,name,style,countryName,isBCCraft,region,status,statusCode,color,grapeType,_regularPrice,isOrganic,storeCount,nameSuffix,alcoholPercentage,productCategory,isExclusive,all_featured/0,all_featured/1,restrictionCode,productSubCategory,namePrefix,countryCode,isOntarioVQA,class/description,class/id,productType,isKosher,_whitelist,inventoryCode,currentPrice,sweetness,isNew,all_promotions/0/urlAlias,all_promotions/0/name,all_promotions/0/promoCode,all_promotions/0/published,all_promotions/0/shortName,promotions/0/urlAlias,promotions/0/name,promotions/0/promoCode,promotions/0/published,promotions/0/shortName,nameSanitized,isBCVQA,_currentPrice,_promotionEndDate,votes,category/description,category/id,upc/1,upc/2,upc/3,upc/4,all_promotions/0,promotions/0,certificates/0,upc/5,upc/6,upc/7,upc/8,upc/9,upc/10,upc/11,upc/12,upc/13,upc/14,_all_featured/2,all_featured/2,upc/15,upc/16,upc/17,upc/18,upc/19,is_special_release,availability_override,upc/20,upc/21,upc/22,certificates/1
Other Blend,,Italy Wine,1043,4.3,,,35.99,,,,,"Ruby red in colour with granite reflections. Forward on the nose with intense and spicy notes; cinnamon, rhubard, black fruit jelly and mocha. Round on the palate with mature fruit notes and lovely tannins. A well-balanced and approachable wine.
",,,,,643213,,,http://www.bcliquorstores.com/files/643213.jpeg,11,4/4/2019 18:10,,1,8.03257E+12,FALSE,0.75,ISOLA DEI NURAGHI - CAPICHERA LIANTI 2014,,Italy,FALSE,Other Italy South,3,3,RED,OTHER BLEND,35.99,FALSE,3, CAPICHERA LIANTI 2014,14,,FALSE,,,ST,,ISOLA DEI NURAGHI ,IT,,Italy Red Wine,1203,Red Wine,FALSE,FALSE,0,35.99,0,FALSE,,,,,,,,,,,isola dei nuraghi - capichera lianti 2014,,35.99,,9,Wine,1005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other Blend,,Italy Wine,1043,4.7,,,35.99,,,,,"91 Points, James Suckling - ""Aromas of blueberries, flowers and stones. Medium to full body, firm and silky tannins and a flavorful and refined finish. Always outstanding.” (February 2014)
",,,,,282608,,,http://www.bcliquorstores.com/files/282608.jpeg,140,4/4/2019 18:10,,1,8.03368E+12,FALSE,0.75,ISOLA DEI NURAGHI - PUNICA MONTESSU 2014,,Italy,FALSE,Puglia,2,2,RED,OTHER BLEND,35.99,FALSE,15, PUNICA MONTESSU 2014,14.5,,FALSE,,,ST,,ISOLA DEI NURAGHI ,IT,,Italy Red Wine,1203,Red Wine,FALSE,FALSE,0,35.99,0,FALSE,,,,,,,,,,,isola dei nuraghi - punica montessu 2014,,35.99,,48,Wine,1005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other Grape Variety,,Italy Wine,1043,2.7,,,27.99,,,,,"Fermented in steel, this white wine has a characteristic salty acidity and long body, with a distinctive, highly recognizable personality. Marine aromas are apparent on the nose, along with notes of star anise and ripe fruit, together with the typical spiciness of Isonzo wines.
",,BCL Select,,,70995,,,http://www.bcliquorstores.com/files/70995.jpeg,29,4/4/2019 18:10,,1,8.03031E+12,FALSE,0.75,ISONZO FRIULI MALVASIA - RONCO DEL VIGNA PERMUTA 2014,,Italy,FALSE,Other Italy North,3,3,RED,OTHER GRAPE VARIETY,27.99,FALSE,7, RONCO DEL VIGNA PERMUTA 2014,13.5,,TRUE,BCL Select,,C,,ISONZO FRIULI MALVASIA ,IT,,Italy White Wine,1206,Red Wine,FALSE,FALSE,1,27.99,NA,FALSE,,,,,,,,,,,isonzo friuli malvasia - ronco del vigna permuta 2014,,27.99,,13,Wine,1005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Other Country Wine,1046,4.4,,,19.99,,,,Other Blend,"Pale golden colored with some legs, nice floral and fruity, especially citrus and apple aroma. Touch of limestone minerals in the flavor, which was generally quite light, sweetish and fruity.
",,,,,6341,,,http://www.bcliquorstores.com/files/6341.jpeg,0,4/4/2019 18:10,,1,3.85888E+12,TRUE,0.75,ISTARSKA MALVAZIJA - VINA ISTRIA 2016,,Croatia,FALSE,,3,3,WHITE,OTHER BLEND,19.99,FALSE,, VINA ISTRIA 2016,12.5,,FALSE,,,ST,,ISTARSKA MALVAZIJA ,HR,,Other Country White Wine,1233,White Wine,FALSE,FALSE,0,19.99,0,FALSE,,,,,,,,,,,istarska malvazija - vina istria 2016,,19.99,,25,Wine,1005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,France Wine,1037,5,,,82.99,,,,,"92 Points, James Suckling: ""A pinot-dominant blend (70 per cent) that has a flavorsome array of berries and brioche on the nose with light, spicy nuances, too. The palate has attractive, vinous, fleshy presence, some chalky oyster-shell notes and a crisp, dry, succulent finish. Drink now."" (September 2018)
",,,,,131125,,,http://www.bcliquorstores.com/files/131125.jpeg,89,4/4/2019 18:10,,1,3.76001E+12,FALSE,0.75,J M LABRUYERE - PROLOGUE GRAND CRU BRUT,,France,FALSE,Champagne,2,2,NOT APPLICABLE,NOT APPLICABLE,82.99,FALSE,11, PROLOGUE GRAND CRU BRUT,12,,FALSE,,,ST,,J M LABRUYERE ,FR,,France Champagne Wine,1150,Sparkling Wine,FALSE,FALSE,0,82.99,0,FALSE,,,,,,,,,,,j m labruyere - prologue grand cru brut,,82.99,,1,Wine,1005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,TRUE,Canada - BC,1028,3.6,,,28.99,,,,Other Blend,"Entourage celebrates life, and getting together with your ""entourage"" over a glass of exceptional bubbly. The Brut is hand-crafted in the Methode Classique bottle-fermented method, oak fermented and aged for 3 months with partial malolactic fermentation, and was ""en tirage"" for 3 years on lees. Refined bubbles and toasty notes of biscuit, almond, and tropical citrus fruit, with flavours of lemon, apple, and vanilla and a refreshing luxurious finish. Perfect to sip on its own, or pair with oysters, sushi, Asian cuisine, or patés.
",,,,,517235,,,http://www.bcliquorstores.com/files/517235.jpeg,3,4/4/2019 18:10,,1,63657022252,FALSE,0.75,JACKSON TRIGGS - ENTOURAGE GRAND RESERVE BRUT,,Canada,FALSE,,3,3,WHITE,OTHER BLEND,28.99,FALSE,1, ENTOURAGE GRAND RESERVE BRUT,12,,FALSE,,,SM,,JACKSON TRIGGS ,CA,,Canada - BC Sparkling Wine,1080,Sparkling Wine,FALSE,FALSE,0,28.99,1,FALSE,,,,,,,,,,,jackson triggs - entourage grand reserve brut,TRUE,28.99,,13,Wine,1005,,,,,,,VQA 100% BC or Ontario,,,,,,,,,,,,,,,,,,,,,,,
,TRUE,Canada - BC,1028,3.9,,,42.99,,,,Riesling,"A golden yellow colour, this dessert wine shows notes of baked apple, vanilla cream, mineral and pear. On the palate, it offers a buttery, rich mouth feel that leads into a long finish featuring lively acidity.
",,,,,597104,,,http://www.bcliquorstores.com/files/597104.jpeg,490,4/4/2019 18:10,,1,63657005750,FALSE,0.375,JACKSON TRIGGS - PROPRIETORS RESERVE RIESLING ICEWINE 2017,,Canada,FALSE,,2,2,WHITE,RIESLING,42.99,FALSE,52, PROPRIETORS RESERVE RIESLING ICEWINE 2017,10,,FALSE,,,SR,,JACKSON TRIGGS ,CA,,Canada - BC Ice Wine,1083,Ice Wine,FALSE,FALSE,0,42.99,10,FALSE,,,,,,,,,,,jackson triggs - proprietors reserve riesling icewine 2017,TRUE,42.99,,37,Wine,1005,,,,,,,VQA 100% BC or Ontario,,,,,,,,,,,,,,,,,,,,,,,
Cabernet Sauvignon,TRUE,Canada - BC,1028,3.6,,,13.99,,,,,"Hints of Okanagan regionality and herbs are upfront and the coiled fruit core keeps coming at you. Black fruit flavours and a savoury quality reach into the end for a long finish. A good wine to go with lamb chops.
",,,,,543884,,,http://www.bcliquorstores.com/files/543884.jpeg,6298,4/4/2019 18:10,,1,63657005620,FALSE,0.75,JACKSON TRIGGS - RESERVE CABERNET SAUVIGNON 2017,,Canada,FALSE,,2,2,RED,CABERNET SAUVIGNON,13.99,FALSE,195, RESERVE CABERNET SAUVIGNON 2017,12,,FALSE,,,SR,,JACKSON TRIGGS ,CA,,Canada - BC Red Wine,1077,Red Wine,FALSE,FALSE,0,13.99,0,FALSE,,,,,,,,,,,jackson triggs - reserve cabernet sauvignon 2017,TRUE,13.99,,100,Wine,1005,,,,,,,VQA 100% BC or Ontario,,,,,,,,,,,,,,,,,,,,,,,
Cabernet / Shiraz,TRUE,Canada - BC,1028,3.9,,,15.49,,,,,"“Look for some of that black currant and cassis hints courtesy of the Cabernets plus some blackberry and black pepper from the Shiraz. It all adds up to a tasty berry sandwich that really lingers. Will work wonders with grilled sausages, casseroules or slow cookers. This is a good wine to have onhand for everyday fare, take-out nights or drop-in weekends.” - Stephen Schiedel, Category Manager for Wines of Canada, USA & South America
",,,,,430595,,,http://www.bcliquorstores.com/files/430595.jpeg,4920,4/4/2019 18:10,,1,63657033883,FALSE,0.75,JACKSON TRIGGS - RESERVE CABERNET SAUVIGNON SHIRAZ 2017,,Canada,FALSE,,2,2,RED,CABERNET/SHIRAZ,15.49,FALSE,173, RESERVE CABERNET SAUVIGNON SHIRAZ 2017,13,,FALSE,,,SR,,JACKSON TRIGGS ,CA,,Canada - BC Red Wine,1077,Red Wine,FALSE,FALSE,0,15.49,0,FALSE,,,,,,,,,,,jackson triggs - reserve cabernet sauvignon shiraz 2017,TRUE,15.49,,45,Wine,1005,,,,,,,VQA 100% BC or Ontario,,,,,,,,,,,,,,,,,,,,,,,
,TRUE,Canada - BC,1028,3.6,,,12.99,,,,Chardonnay,"This Chardonnay displays lovely aromas of green apple, spice, and vanilla, highlighted by nuances of butter cream. Beautifully structured with a buttery textured, flavourful finish. Elegant with broiled lobster.
",,,,,543819,,,http://www.bcliquorstores.com/files/543819.jpeg,4322,4/4/2019 18:10,,1,63657005521,FALSE,0.75,JACKSON TRIGGS - RESERVE CHARDONNAY 2017,,Canada,FALSE,,2,2,WHITE,CHARDONNAY,12.99,FALSE,191, RESERVE CHARDONNAY 2017,13,,FALSE,,,SR,,JACKSON TRIGGS ,CA,,Canada - BC White Wine,1079,White Wine,FALSE,FALSE,0,12.99,0,FALSE,,,,,,,,,,,jackson triggs - reserve chardonnay 2017,TRUE,12.99,,48,Wine,1005,,,,,,,VQA 100% BC or Ontario,,,,,,,,,,,,,,,,,,,,,,,
Merlot,TRUE,Canada - BC,1028,3.5,Savvy Savings,TRUE,13.99,,,2019-04-01T00:00:00.000-07:00,,"This wine has characteristics of black fruits and subtle oak. The soft tannins make this wine very balanced with hints of sage. Great with grilled fare or vegetarian dishes.
",2019-04-01T00:00:00.000-07:00,Savvy Savings,On Sale,2019-04-27T00:00:00.000-07:00,543876,TRUE,Savvy Savings,http://www.bcliquorstores.com/files/543876.jpeg,5892,4/4/2019 18:10,,1,63657005613,FALSE,0.75,JACKSON TRIGGS - RESERVE MERLOT 2016,,Canada,FALSE,,2,2,RED,MERLOT,13.99,FALSE,189, RESERVE MERLOT 2016,13,,FALSE,Savvy Savings,On Sale,SR,,JACKSON TRIGGS ,CA,,Canada - BC Red Wine,1077,Red Wine,FALSE,FALSE,0,11.99,0,FALSE,/promotion/2019-apr-savvy-savings,Savvy Savings - April,2019APRSAVVYSAVINGS,TRUE,Savvy Savings,/promotion/2019-apr-savvy-savings,Savvy Savings - April,2019APRSAVVYSAVINGS,TRUE,Savvy Savings,jackson triggs - reserve merlot 2016,TRUE,11.99,2019-04-27T00:00:00.000-07:00,123,Wine,1005,,,,,,,VQA 100% BC or Ontario,,,,,,,,,,,,,,,,,,,,,,,
,TRUE,Canada - BC,1028,3.4,,TRUE,12.99,,,2019-04-01T00:00:00.000-07:00,Sauvignon Blanc,"This fresh white has a fruit-driven bouquet with citrus and herbaceous notes. A palate of grapefruit and citrus fruit is well-balanced and crisp with a nice, tingling acidity.
",2019-04-01T00:00:00.000-07:00,On Sale,,2019-04-27T00:00:00.000-07:00,593111,TRUE,,http://www.bcliquorstores.com/files/593111.jpeg,5554,4/4/2019 18:10,,1,63657005729,FALSE,0.75,JACKSON TRIGGS - RESERVE SAUVIGNON BLANC 2018,,Canada,FALSE,,2,2,WHITE,SAUVIGNON BLANC,12.99,FALSE,191, RESERVE SAUVIGNON BLANC 2018,12,,FALSE,On Sale,,SR,,JACKSON TRIGGS ,CA,,Canada - BC White Wine,1079,White Wine,FALSE,FALSE,0,11.99,0,FALSE,,,,,,,,,,,jackson triggs - reserve sauvignon blanc 2018,TRUE,11.99,2019-04-27T00:00:00.000-07:00,67,Wine,1005,,,,,,,VQA 100% BC or Ontario,,,,,,,,,,,,,,,,,,,,,,,
Syrah / Shiraz,TRUE,Canada - BC,1028,3.5,,,14.99,,,,,"JT has a good reputation for their Shiraz and this is no exception. Dark and dreamy, this Shiraz likes dinner by candlelight. In addition to steaks or lamb chops, try it with tenderloin, lamb or other grilled meats.
",,,,,593103,,,http://www.bcliquorstores.com/files/593103.jpeg,2384,4/4/2019 18:10,,1,63657005712,FALSE,0.75,JACKSON TRIGGS - RESERVE SHIRAZ 2017,,Canada,FALSE,,2,2,RED,SYRAH/SHIRAZ,14.99,FALSE,161, RESERVE SHIRAZ 2017,12,,FALSE,,,SR,,JACKSON TRIGGS ,CA,,Canada - BC Red Wine,1077,Red Wine,FALSE,FALSE,0,14.99,0,FALSE,,,,,,,,,,,jackson triggs - reserve shiraz 2017,TRUE,14.99,,54,Wine,1005,,,,,,,VQA 100% BC or Ontario,,,,,,,,,,,,,,,,,,,,,,,
Cabernet Sauvignon,,Canada - BC,1028,3.6,Savvy Savings,TRUE,39.49,,,2019-04-01T00:00:00.000-07:00,,"Deep ruby; aromas of raspberry, cherry, blackberry, casis and pepper; medium sweetness and medium body with flavours of soft red fruit and spice.
",2019-04-01T00:00:00.000-07:00,Savvy Savings,On Sale,2019-04-27T00:00:00.000-07:00,201434,TRUE,Savvy Savings,http://www.bcliquorstores.com/files/201434.jpeg,2931,4/4/2019 18:10,,1,63657029855,FALSE,4,JACKSON TRIGGS PROPRIETOR'S SELECTION CABERNET SAUVIGNON,,Canada,FALSE,,2,2,RED,CABERNET SAUVIGNON,39.49,FALSE,190,JACKSON TRIGGS PROPRIETOR'S SELECTION CABERNET SAUVIGNON,12.5,,FALSE,Savvy Savings,On Sale,G,,,CA,,Canada - BC Red Wine,1077,Red Wine,FALSE,FALSE,0,36.49,0,FALSE,/promotion/2019-apr-savvy-savings,Savvy Savings - April,2019APRSAVVYSAVINGS,TRUE,Savvy Savings,/promotion/2019-apr-savvy-savings,Savvy Savings - April,2019APRSAVVYSAVINGS,TRUE,Savvy Savings,jackson triggs proprietors selection cabernet sauvignon,,36.49,2019-04-27T00:00:00.000-07:00,85,Wine,1005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cabernet Sauvignon,,Canada - BC,1028,3.2,,,9.99,,,,,"Deep ruby; aromas of raspberry, cherry, blackberry, casis and pepper; medium sweetness and medium body with flavours of soft red fruit and spice.
",,,,,328534,,,http://www.bcliquorstores.com/files/328534.jpeg,3554,4/4/2019 18:10,,1,63657005347,FALSE,0.75,JACKSON TRIGGS PROPRIETOR'S SELECTION CABERNET SAUVIGNON,,Canada,FALSE,,2,2,RED,CABERNET SAUVIGNON,9.99,FALSE,192,JACKSON TRIGGS PROPRIETOR'S SELECTION CABERNET SAUVIGNON,12.5,,FALSE,,,G,,,CA,,Canada - BC Red Wine,1077,Red Wine,FALSE,FALSE,0,9.99,0,FALSE,,,,,,,,,,,jackson triggs proprietors selection cabernet sauvignon,,9.99,,78,Wine,1005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cabernet Sauvignon,,Canada - BC,1028,3.4,,TRUE,15.99,,,2019-04-01T00:00:00.000-07:00,,"Deep ruby; aromas of raspberry, cherry, blackberry, casis and pepper; medium sweetness and medium body with flavours of soft red fruit and spice.
",2019-04-01T00:00:00.000-07:00,On Sale,,2019-04-27T00:00:00.000-07:00,331025,TRUE,,http://www.bcliquorstores.com/files/331025.jpeg,2703,4/4/2019 18:10,,1,63657001813,FALSE,1.5,JACKSON TRIGGS PROPRIETOR'S SELECTION CABERNET SAUVIGNON,,Canada,FALSE,,2,2,RED,CABERNET SAUVIGNON,15.99,,192,JACKSON TRIGGS PROPRIETOR'S SELECTION CABERNET SAUVIGNON,12.5,,FALSE,On Sale,,G,,,CA,,Canada - BC Red Wine,1077,Red Wine,,FALSE,0,14.49,0,FALSE,,,,,,,,,,,jackson triggs proprietors selection cabernet sauvignon,,14.49,2019-04-27T00:00:00.000-07:00,40,Wine,1005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Canada - BC,1028,3.3,,,39.49,,,,Chardonnay,"Full-flavoured with aromas of apple, pear, and freshly-churned butter.
",,,,,201467,,,http://www.bcliquorstores.com/files/201467.jpeg,2847,4/4/2019 18:10,,1,63657029862,FALSE,4,JACKSON TRIGGS PROPRIETOR'S SELECTION CHARDONNAY,,Canada,FALSE,,2,2,WHITE,CHARDONNAY,39.49,FALSE,181,JACKSON TRIGGS PROPRIETOR'S SELECTION CHARDONNAY,12.5,,FALSE,,,G,,,CA,,Canada - BC White Wine,1079,White Wine,FALSE,FALSE,0,39.49,0,FALSE,,,,,,,,,,,jackson triggs proprietors selection chardonnay,,39.49,,41,Wine,1005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Canada - BC,1028,2.7,,TRUE,9.99,,,2019-04-01T00:00:00.000-07:00,Chardonnay,"Full flavoured with aromas of apple, pear, and freshly-churned butter.
",2019-04-01T00:00:00.000-07:00,On Sale,,2019-04-27T00:00:00.000-07:00,328518,TRUE,,http://www.bcliquorstores.com/files/328518.jpeg,2874,4/4/2019 18:10,,1,63657005187,FALSE,0.75,JACKSON TRIGGS PROPRIETOR'S SELECTION CHARDONNAY,,Canada,FALSE,,2,2,WHITE,CHARDONNAY,9.99,FALSE,177,JACKSON TRIGGS PROPRIETOR'S SELECTION CHARDONNAY,12.5,,FALSE,On Sale,,G,,,CA,,Canada - BC White Wine,1079,White Wine,FALSE,FALSE,0,8.99,0,FALSE,,,,,,,,,,,jackson triggs proprietors selection chardonnay,,8.99,2019-04-27T00:00:00.000-07:00,34,Wine,1005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Canada - BC,1028,3.2,,,15.99,,,,Chardonnay,"Full-flavoured with aromas of apple, pear, and freshly-churned butter.
",,,,,328526,,,http://www.bcliquorstores.com/files/328526.jpeg,3513,4/4/2019 18:10,,1,63657005262,FALSE,1.5,JACKSON TRIGGS PROPRIETOR'S SELECTION CHARDONNAY,,Canada,FALSE,,2,2,WHITE,CHARDONNAY,15.99,FALSE,191,JACKSON TRIGGS PROPRIETOR'S SELECTION CHARDONNAY,12.5,,FALSE,,,G,,,CA,,Canada - BC White Wine,1079,White Wine,FALSE,FALSE,0,15.99,0,FALSE,,,,,,,,,,,jackson triggs proprietors selection chardonnay,,15.99,,18,Wine,1005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Malbec,,Canada - BC,1028,3.6,,,39.49,,,,,"Bold aromas of blackberry and red fruit with a hint of spice.
",,,,,526863,,,http://www.bcliquorstores.com/files/526863.jpeg,2274,4/4/2019 18:10,,1,63657033715,FALSE,4,JACKSON TRIGGS PROPRIETOR'S SELECTION MALBEC,,Canada,FALSE,,2,2,RED,MALBEC,39.49,FALSE,144,JACKSON TRIGGS PROPRIETOR'S SELECTION MALBEC,13,,FALSE,,,G,,,CA,,Canada - BC Red Wine,1077,Red Wine,FALSE,FALSE,0,39.49,0,FALSE,,,,,,,,,,,jackson triggs proprietors selection malbec,,39.49,,50,Wine,1005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Merlot,,Canada - BC,1028,3.2,,,9.99,,,,,"Black cherry and raspberry with a smooth plush finish.
",,,,,383711,,,http://www.bcliquorstores.com/files/383711.jpeg,3586,4/4/2019 18:10,,1,63657007112,FALSE,0.75,JACKSON TRIGGS PROPRIETOR'S SELECTION MERLOT,,Canada,FALSE,,2,2,RED,MERLOT,9.99,FALSE,192,JACKSON TRIGGS PROPRIETOR'S SELECTION MERLOT,12.5,,FALSE,,,G,,,CA,,Canada - BC Red Wine,1077,Red Wine,FALSE,FALSE,0,9.99,0,FALSE,,,,,,,,,,,jackson triggs proprietors selection merlot,,9.99,,60,Wine,1005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Merlot,,Canada - BC,1028,3.3,Savvy Savings,TRUE,39.49,,,2019-04-01T00:00:00.000-07:00,,"Black cherry and raspberry with a smooth plush finish.
",2019-04-01T00:00:00.000-07:00,Savvy Savings,On Sale,2019-04-27T00:00:00.000-07:00,201343,TRUE,Savvy Savings,http://www.bcliquorstores.com/files/201343.jpeg,2526,4/4/2019 18:10,,1,63657029794,FALSE,4,JACKSON TRIGGS PROPRIETOR'S SELECTION MERLOT,,Canada,FALSE,,2,2,RED,MERLOT,39.49,FALSE,192,JACKSON TRIGGS PROPRIETOR'S SELECTION MERLOT,12.5,,FALSE,Savvy Savings,On Sale,G,,,CA,,Canada - BC Red Wine,1077,Red Wine,FALSE,FALSE,0,36.49,0,FALSE,/promotion/2019-apr-savvy-savings,Savvy Savings - April,2019APRSAVVYSAVINGS,TRUE,Savvy Savings,/promotion/2019-apr-savvy-savings,Savvy Savings - April,2019APRSAVVYSAVINGS,TRUE,Savvy Savings,jackson triggs proprietors selection merlot,,36.49,2019-04-27T00:00:00.000-07:00,66,Wine,1005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Merlot,,Canada - BC,1028,3.2,,,15.99,,,,,"Black cherry and raspberry with a smooth plush finish.
",,,,,377820,,,http://www.bcliquorstores.com/files/377820.jpeg,2876,4/4/2019 18:10,,1,63657008201,FALSE,1.5,JACKSON TRIGGS PROPRIETOR'S SELECTION MERLOT,,Canada,FALSE,,2,2,RED,MERLOT,15.99,FALSE,197,JACKSON TRIGGS PROPRIETOR'S SELECTION MERLOT,12.5,,FALSE,,,G,,,CA,,Canada - BC Red Wine,1077,Red Wine,FALSE,FALSE,0,15.99,0,FALSE,,,,,,,,,,,jackson triggs proprietors selection merlot,,15.99,,28,Wine,1005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Canada - BC,1028,2.9,Savvy Savings,TRUE,39.49,,,2019-04-01T00:00:00.000-07:00,Pinot Gris / Pinot Grigio,"Bursting with aromas of lime, apple, and pear balanced with soft floral notes.
",2019-04-01T00:00:00.000-07:00,Savvy Savings,On Sale,2019-04-27T00:00:00.000-07:00,201376,TRUE,Savvy Savings,http://www.bcliquorstores.com/files/201376.jpeg,2642,4/4/2019 18:10,,1,63657029787,FALSE,4,JACKSON TRIGGS PROPRIETOR'S SELECTION PINOT GRIGIO,,Canada,FALSE,,2,2,WHITE,PINOT GRIS/PINOT GRIGIO,39.49,FALSE,189,JACKSON TRIGGS PROPRIETOR'S SELECTION PINOT GRIGIO,12,,FALSE,Savvy Savings,On Sale,G,,,CA,,Canada - BC White Wine,1079,White Wine,FALSE,FALSE,0,36.49,0,FALSE,/promotion/2019-apr-savvy-savings,Savvy Savings - April,2019APRSAVVYSAVINGS,TRUE,Savvy Savings,/promotion/2019-apr-savvy-savings,Savvy Savings - April,2019APRSAVVYSAVINGS,TRUE,Savvy Savings,jackson triggs proprietors selection pinot grigio,,36.49,2019-04-27T00:00:00.000-07:00,45,Wine,1005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Canada - BC,1028,2.8,,,9.99,,,,Pinot Gris / Pinot Grigio,"Bursting with aromas of lime, apple, and pear balanced with soft floral notes.
",,,,,206201,,,http://www.bcliquorstores.com/files/206201.jpeg,3514,4/4/2019 18:10,,1,63657011836,FALSE,0.75,JACKSON TRIGGS PROPRIETOR'S SELECTION PINOT GRIGIO,,Canada,FALSE,,2,2,WHITE,PINOT GRIS/PINOT GRIGIO,9.99,FALSE,189,JACKSON TRIGGS PROPRIETOR'S SELECTION PINOT GRIGIO,12,,FALSE,,,G,,,CA,,Canada - BC White Wine,1079,White Wine,FALSE,FALSE,0,9.99,0,FALSE,,,,,,,,,,,jackson triggs proprietors selection pinot grigio,,9.99,,44,Wine,1005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Canada - BC,1028,3.2,,,15.99,,,,Pinot Gris / Pinot Grigio,"Bursting with aromas of lime, apple, and pear balanced with soft floral notes.
",,,,,154013,,,http://www.bcliquorstores.com/files/154013.jpeg,2787,4/4/2019 18:10,,1,63657013151,FALSE,1.5,JACKSON TRIGGS PROPRIETOR'S SELECTION PINOT GRIGIO,,Canada,FALSE,,2,2,WHITE,PINOT GRIS/PINOT GRIGIO,15.99,FALSE,174,JACKSON TRIGGS PROPRIETOR'S SELECTION PINOT GRIGIO,12,,FALSE,,,SR,,,CA,,Canada - BC White Wine,1079,White Wine,FALSE,FALSE,0,15.99,0,FALSE,,,,,,,,,,,jackson triggs proprietors selection pinot grigio,,15.99,,22,Wine,1005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Canada - BC,1028,3.8,,,9.99,,,,Other Blend,"Floral aromas complemented by flavours of juicy apple, crisp lemon, and a hint of spice.
",,,,,517169,,,http://www.bcliquorstores.com/files/517169.jpeg,2382,4/4/2019 18:10,,1,63657033814,FALSE,0.75,JACKSON TRIGGS PROPRIETOR'S SELECTION RIESLING GEWURZTRAMINR,,Canada,FALSE,,2,2,WHITE,OTHER BLEND,9.99,FALSE,163,JACKSON TRIGGS PROPRIETOR'S SELECTION RIESLING GEWURZTRAMINR,12.5,,FALSE,,,SR,,,CA,,Canada - BC White Wine,1079,White Wine,FALSE,FALSE,0,9.99,1,FALSE,,,,,,,,,,,jackson triggs proprietors selection riesling gewurztraminr,,9.99,,48,Wine,1005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Canada - BC,1028,2.7,,TRUE,39.49,,,2019-04-01T00:00:00.000-07:00,Sauvignon Blanc,"Crisp with notes of refreshing lemon, lime, and tangerine.
",2019-04-01T00:00:00.000-07:00,On Sale,,2019-04-27T00:00:00.000-07:00,201384,TRUE,,http://www.bcliquorstores.com/files/201384.jpeg,2121,4/4/2019 18:10,,1,63657029626,FALSE,4,JACKSON TRIGGS PROPRIETOR'S SELECTION SAUVIGNON BLANC,,Canada,FALSE,,2,2,WHITE,SAUVIGNON BLANC,39.49,FALSE,180,JACKSON TRIGGS PROPRIETOR'S SELECTION SAUVIGNON BLANC,12.5,,FALSE,On Sale,,G,,,CA,,Canada - BC White Wine,1079,White Wine,FALSE,FALSE,0,36.49,0,FALSE,,,,,,,,,,,jackson triggs proprietors selection sauvignon blanc,,36.49,2019-04-27T00:00:00.000-07:00,35,Wine,1005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
