name,summary,sku,url,country,region,style,grape,rating,tasting_notes,food_pairings,price
Barefoot on Tap Moscato 3.0 L,Barefoot on Tap Moscato 3.0 L,140577,https://www.everythingwine.ca/barefoot-on-tap-moscato-3-0-l,USA,California,White,Moscato,,"Barefoot Moscato is delightfully sweet with lush fruity aromas. Hints of citrus skip across flavours of juicy peach and ripe apricots. A bright, crisp finish dances in at the end. This white wine is a bit sweeter than our Riesling and a true crowd-pleaser!","Barefoot Moscato is truly versatile, paring well with spicy Asian cuisine and light desserts. It’s good at keeping things fresh with some fruit or mild cheese too.",$39.98 
Barefoot on Tap Pinot Grigio 3.0 L,Barefoot on Tap Pinot Grigio 3.0 L,140585,https://www.everythingwine.ca/barefoot-on-tap-pinot-grigio-3-0-l,USA,California,White,Pinot Grigio,,"A crisp and refreshing wine with bright aromas and flavours of citrus and fresh green apple. Hints of jasmine compliment a bright, delicate, flavourful finish.",,$39.98 
Cono Sur Loma Roja Single Vineyard Sauvignon Blanc 750 mL,Cono Sur Single Vineyard Loma Roja Sauvignon Blanc 750 mL,161513,https://www.everythingwine.ca/cono-sur-single-vineyard-loma-roja-sauvignon-blanc-750-ml,Chile,Casablanca Valley,White,Sauvignon Blanc,,"Captivating spicy, herbaceous and floral notes envelop the aromas of tropical and citrus fruits, followed by mineral touches, which are confirmed in the mouth. Structured and pulsating, it has refreshing acidity and delicious texture.",,$25.98 
Punti Ferrer The Winemaker's Secret Barrels White Blend 1.0 L,Punti Ferrer The Winemaker's Secret Barrels White Blend 1.0 L,20493,https://www.everythingwine.ca/punti-ferrer-the-winemaker-s-secret-barrels-white-blend-1-0-l-1,Chile,Cachapoal Valley,White,White Blend,,"Light yellow in color with greenish reflections, it has aromas of tropical and citrus fruits, flowers and mint. In the mouth it is light and delicate, fresh, fruity, with good acidity and long finish.",,$24.98 
Ex Nihilo Vineyards Diem Series Riesling 750 mL,Ex Nihilo Vineyards Diem Series Riesling 750 mL,853614,https://www.everythingwine.ca/ex-nihilo-vineyards-diem-series-riesling-750-ml,Canada,BC - Okanagan Valley,White,Riesling,,The wine is dry on the palate with juicy notes of crisp apples and fresh citrus. Further complexities of ripe stone fruits and delicate pear balanced with a lingering mineral finish.,This crisp aromatic wine pairs well with Thai or Indian style dishes.,$21.29 
Santa Ema  Leyda Valley Sauvignon Gris 750 mL,Santa Ema  Leyda Valley Sauvignon Gris 750 mL,69971,https://www.everythingwine.ca/santa-ema-leyda-valley-sauvignon-gris-750-ml,Chile,Leyda Valley,White,Other,,"Sauvignon Gris is a sibling of the much more famous Sauvignon Blanc and shares many characteristics. The wine tends to be richer and fuller as this well flavoured example shows with loads of tropical mango and melon flavours and a long crisp, refreshing finish.",,$14.98 
Longshot Pinot Grigio 750 mL,Longshot Pinot Grigio 750 mL,225444,https://www.everythingwine.ca/longshot-pinot-grigio-750-ml,USA,California,White,Pinot Grigio,,,"While the crisp, citrus flavors of Beth’s Pinot Grigio might feel totally at home with the fresh fish and decadent cheeses of the Italian coast, it’s also the kind of backyard hero that can elevate a hot dog to gourmet status. This pour is also the perfect partner for an herb-a-licious main course, and a welcome relief to your hot & spicy favorites.",$14.99 
Clos du Soleil  Capella White Blend 750 mL,Clos du Soleil  Capella White Blend 750 mL,633867,https://www.everythingwine.ca/clos-du-soleil-capella-white-blend-750-ml,Canada,BC - Similkameen Valley,White,White Blend,,"The wine greets the drinker with heady aromas of lemon curd, grapefruit, and subtle wisps of smoke. On the palate there is an immediate sense of weight and richness as the wine envelops the taster with layers of ripe grapefruit, lime zest, as well as more tropical flavours of passion-fruit, quince and even hints of pineapple. There is a lively sense of saline minerality, stringing these flavours together into a unified whole, right through to the long finish. There is only the most subtle sense of oak, but more telling is the sense of volume and richness coming from the sur-lie barrel aging.","This is a complex and engaging seafood winepar-excellence: sea-bass, tuna, crab, or oysters would be a knock-out. Roast chicken or herb-crusted pork would be excellent too.",$28.89 
Longshot Chardonnay 750 mL,Longshot Chardonnay 750 mL,225447,https://www.everythingwine.ca/longshot-chardonnay-750-ml,USA,California,White,Chardonnay,,"Smooth and creamy, oak aged, with a delicate buttery flavor. Honey suckle and banana aromas lead to a light spicy toasted oak finish.",,$16.98 
Tolten by Carmen Pinot Grigio 750 mL,This Pinot Grigio is clean and bright with fresh fruity aromas of pear and apple. The palate has well balanced acidity with a touch of mineral on the finish. Fruity and elegant! Great with a quinoa salad!,237330,https://www.everythingwine.ca/tolten-by-carmen-pinot-grigio-750-ml,Chile,Central Valley,White,Pinot Grigio,,"This Pinot Grigio is clean and bright greenish-yellow in color, with fresh fruity aromas on the nose recalling pears and apples. The palate presents well-balanced acidity with a mineral touch. Fruity and elegant.","Ideal with white meats, especially chicken and fish such as salmon. It also pairs very well with meats served with creamy sauces or with spicy food such as curry.",$12.99 
Hesketh Art Series Chardonnay 750 mL,Hesketh Art Series Chardonnay 750 mL,127729,https://www.everythingwine.ca/hesketh-art-series-chardonnay-750-ml,Australia,Barossa,White,Chardonnay,,"Made in a fresh, aromatic style Lost Weekend has been crafted with measured oak influence to accentuate the varietal definition, palate structure and natural fruit notes of the wine. The resulting Chardonnay is clean and crisp with well balanced fruit sweetness and acidity.",,$23.99 
Loosen Dr. L Gray Slate Riesling 750 mL,"Clean and crisp with vibrant stone fruit and citrus flavours. This wine is crafted in the off-dry 'feinherb' style, making it a versatile partner for many foods, from vegetable dishes to veal in a cream sauce.",175401,https://www.everythingwine.ca/loosen-dr-l-gray-slate-riesling-750-ml,Germany,Mosel,White,Riesling,,Tropical and citrus aromas with maturity and spices on the palate. The finish is complex because of the acidity that comes in a glossy and extended finish.,"Enjoy this wine with Asian cuisine, spicy dishes, fish dishes such as Halibut and Salmon or with lighter fare such as a selection of melon and prosciutto.",$26.99 
La Piuma Pinot Grigio 1.0 L,La Piuma Pinot Grigio 1.0L,216559,https://www.everythingwine.ca/la-piuma-pinot-grigio-1-0l,Italy,Sicily,White,Pinot Grigio,,,,$18.99 
Gustav Adolf Schmitt Stubborn Ass White Blend 750 mL,Gustav Adolf Schmitt Stubborn Ass White Blend 750 mL,175352,https://www.everythingwine.ca/gustav-adolf-schmitt-stubborn-ass-white-blend-750-ml,Germany,Rheinhessen,White,White Blend,,"The Stubborn Ass winemaker and his Stubborn Ass ways give guarantee for a fresh and fruity medium bodied white wine with aromas of Meyer lemon, pineapple and apricot.","Stubborn Ass is an easy drinking every day wine. Enjoy it with your friends, as an aperitif or with greens and seafood.",$16.99 
Cantata Pinot Grigio 750 mL,"A superb value Italian Pinot Grigio, this wine offer an intense bouquet of fruits with more delicate mineral aromas. Fresh and zesty, it pairs well with seafood dishes.",152986,https://www.everythingwine.ca/cantata-pinot-grigio-750-ml,Italy,Sicily,White,Pinot Grigio,,"Straw yellow in colour, with some copper reflections that revoke the typical colour of its grapes. This important wine has an intense bouquet of fruits such as apple, melon and citrus, matched well with more delicate mineral aromas.","Fresh and zesty, it pairs well with seafood and fish.",$14.99 
Bouchard Pere & Fils Coteaux Bourguignons Les Deux Loups Blanc 750 mL,"'Les Deux Loups' is a blend of Chardonnay and Aligoté of which 90% is matured in stainless steel. It has a more convincing nose than the Bourgogne Chardonnay, the Aligoté imparting spice and slightly petrol-like notes that are attractive. The palate is fresh and vibrant from the off with a steely line of acidity, plenty of Granny Smith apples and a satisfying tension on the finish.",18388,https://www.everythingwine.ca/bouchard-pere-fils-coteaux-bourguignons-les-deux-loups-blanc-750-ml,France,Burgundy,White,Chardonnay,,,,$25.98 
Jackson-Triggs  Proprietors' Selection Pinot Grigio 1.5  L,Jackson-Triggs  Proprietors' Selection Pinot Grigio 1.5  L,154013,https://www.everythingwine.ca/jackson-triggs-proprietors-selection-pinot-grigio-1-5-l,Canada,Canada,White,Pinot Grigio,,,,$15.99 
Farm Hand  Monash Valley Organic Chardonnay 750 mL ,Farm Hand  Monash Valley Organic Chardonnay 750 mL,210042,https://www.everythingwine.ca/farm-hand-monash-valley-organic-chardonnay-750-ml,Australia,South Australia,White,Chardonnay,,Light green in colour with fresh and fruit-driven aromas of citrus and nectarine with subtle creamy notes. The palate is likewise fruit-driven and elegant with excellent purity. Stone-fruits and citrus flavours build to a pleasingly round mouth-feel before being carried to a dry finish by fresh acidity.,A very well balanced and attractive Chardonnay that will be a versatile companion to a wide range of seafood and white meats.,$17.98 
Bota Box Moscato 500 mL,Bota Box Moscato 500 mL,219648,https://www.everythingwine.ca/bota-box-moscato-500-ml,USA,California,White,Moscato,,"Bota Box Moscato offers delicate citrus blossom, honeysuckle and honeydew melon aromas with flavors of white peach, orange blossom and sweet honeyed nectar that extend into a juicy, concentrated finish.","This is a sweeter, light-bodied wine – perfect for sipping on a warm day or served with light cheeses and fruit desserts.",$11.99 
Secret Indulgence Evoluna 2015 Chardonnay 750 mL,"Secret Indulgence Evoluna Chardonnay offers fresh aromas of Fuji Apple and vanilla bean on the palate, this wine has a rich, lingering finish. Aged sur lie for 13 months and in French and Hungarian Oak.",243887,https://www.everythingwine.ca/secret-indulgence-evoluna-chardonnay-750-ml,USA,California - Sonoma,White,Chardonnay,,"Evoluna Sonoma Coast Chardonnay is rich and lush, yet bright and approachable. Fuji Apple, D'Anjou Pear, Narcissus and Lychee greet you on the nose. On the palate, you find notes of vanilla bean, mango, dried apple and apricot preserves. This delectable wine has a plush, rich mouthfeel - bold on the front, balanced mid-palate, and a long, lingering finish.",Pairs well with triple creme cheese or Dover sole in lemon sauce.,$59.99 
Raymond R Collection  Chardonnay 750 mL,"This wine involved a number of great women, Stephanie Putnam: Director of Winemaking, Raymond Vineyards. Sophie Drucker, Vineyard Manager, Raymond Vineyards and Kathy George: Assistant Winemaker, Raymond Vineyards. Raymond R Collection has produced an elegant Chardonnay that is not overly oaked but has a lovely creamy texture with flavours of citrus, apple and pear that's great with a lemon risotto. ",177335,https://www.everythingwine.ca/raymond-r-collection-chardonnay-750ml,USA,California - Napa Valley,White,Chardonnay,,"An exquisitely balanced and crisp Chardonnay primarily fermented in stainless steel tanks, providing a nice alternative to the heavier oaked Chardonnays. It opens with a fresh, floral nose with a touch of bright citrus. This Chardonnay has a beautiful minerality balanced with tangy citrus notes and a touch of vanilla. With a crisp mouthfeel, this wine displays a nicely balanced acidity and culminates with a smooth finish.","The perfect pairing with a variety of dishes, try it with grilled shellfish or spicy Thai cuisine.",$28.99 
Three Thieves Pinot Grigio  750 mL,Three Thieves Pinot Grigio  750 mL,169659,https://www.everythingwine.ca/three-thieves-pinot-grigio-750-ml,USA,California,White,Pinot Grigio,100%,"A pale, sunshine color in the glass, with bright aromas of citrus with subtle floral notes, this Pinot Grigio offers vibrant juicy pear, green apple and citrus flavors that bring your palate to life. Fresh fruit flavors are perfectly balanced by crisp acidity, leading to a pleasingly refreshing finish.",,$20.98 
Trapiche  Reserve Pinot Grigio 750 mL ,Trapiche Reserve Pinot Grigio 750 mL,998245,https://www.everythingwine.ca/trapiche-reserve-pinot-grigio-750-ml,Argentina,Mendoza,White,Pinot Grigio,,"This refreshing and versatile pinot grigio has pronounced aromas of ripe pear, lemon, marzipan and tropical fruit. Dry, with balanced acidity and medium body. Ripe tropical fruit and citrus flavours, and hints of spice and minerality.",,$15.98 
Domaine Pattes Loup Chablis Beauregard 1er Cru 750 mL,Domaine Pattes Loup Chablis Beauregard 1er Cru 750 mL,140515,https://www.everythingwine.ca/domaine-pattes-loup-chablis-beauregard-1er-cru-750-ml,France,Chablis,White,Chardonnay,,,,$90.98 
Lingua Franca Avni Chardonnay 750 mL,Lingua Franca Avni Pinot Noir 750 mL,182215,https://www.everythingwine.ca/lingua-franca-avni-pinot-noir-750-ml,USA,Oregon - Willamette Valley,White,Chardonnay,,,,$65.98 
Barone Montalto  BIO Organic Pinot Grigio 750 mL,Sicily offers ideal conditions to produce excellent organic wines and this is a fine example! It has subtle aromas of almond blossoms with notes of green apple and grapefruit.,127197,https://www.everythingwine.ca/barone-montalto-bio-organic-pinot-grigio-750-ml,Italy,Sicily,White,Pinot Grigio,,"Clear notes of green apple, grapefruit and almond blossoms form a fragrance. Fine-creamy on the tongue and with a subtle acidity.","Great served chilled with fish and seafood, pasta or vegetable dishes.",$19.99 
Lange Twins Clarksburg Chenin Blanc 750 mL,Lange Twins Clarksburg Chenin Blanc 750 mL,140842,https://www.everythingwine.ca/lange-twins-clarksburg-chenin-blanc-750-ml,USA,California - Clarksburg,White,Chenin Blanc,,"Refreshing and bright with balanced acidity. Fermented to dryness solely in stainless steel, the aromas and flavors of juicy citrus and tart pear shine through with purity.",,$29.98 
Le Dauphin d'Olivier Pessac Leognan White Blend 2016 750 mL,"""The white version of the Chateau (many Pessac houses are as well known for their whites as their reds), a blend of 50/50 Sauvignon Blanc/Semillon. Floral and stone fruit notes reign over lesser toasty bits. Delicious now, will get better in 5 years and then will get weirder. Weighty and powerful, not a “patio” wine unless your patio is made of dragons."" - Jordan Carrier, Everything Wine Vintage room consultant",244007,https://www.everythingwine.ca/le-dauphin-d-olivier-pessac-leognan-white-blend-2016-750-ml,France,Bordeaux - Pessac-Leognan,White,White Blend,,The color is straw yellow with beautiful golden reflections. The nose is complex and rich with notes of white flowers and dry apricot. The palate is complex and fruity with notes of gingerbread. The finish is lively.,,$55.99 
